,es_respuesta,fecha,likes,respuestas,texto,usuario,seccion,titulo,url,severe_toxicity,toxicity
44545,False,15 h,·,0,Pinola la puta q te pario,Raul Ramirez,deportes-2,"River abre su serie de semifinales ante Gremio, el vigente campeón: hora, TV y formaciones",https://www.infobae.com/deportes-2/2018/10/23/river-gremio-ida-semifinales-copa-libertadores-2018/,0.7531924,0.9780206
9194,False,3 sem,4,0,"CALLATE LA BOCA MARACA. SACASTE EL 21% EN SALTA Y TE LA DAS DE ALTERNATIVA??? PARECÉS UN MINISTRO DEL GABINETE DE ESTOS HIJOS DE PUTA. EN SERIO ME VAS A HACER CREER QUE SOS LA ""ALTERNATIVA""?",Javier Omar Gonzalez,politica,"Juan Manuel Urtubey: ""Yo avanzaría en el desafuero de Cristina Kirchner""",https://www.infobae.com/politica/2018/09/28/juan-manuel-urtubey-yo-avanzaria-en-el-desafuero-de-cristina-kirchner/&sa=U&ved=0ahUKEwi-8Ou1v5veAhVHHJAKHXufA7QQFggrMAQ&usg=AOvVaw3spVeP3ucmdVIw3wFG1du0,0.84545624,0.97746897
15864,False,3 sem,4,0,"la muerte no redime a los viejos hijos de puta como este, buen viaje.",Marcelo Varela,sociedad,Murió el dibujante Hermenegildo Sábat,https://www.infobae.com/sociedad/2018/10/02/murio-el-dibujante-hermenegildo-sabat/&sa=U&ved=0ahUKEwihg6SCwJveAhVDf5AKHQNPAhsQFggTMAA&usg=AOvVaw2RxI2nREtvY0I-0PL1UUIl,0.90452707,0.97739226
24784,True,2 sem,1,0,"Eduardo Antonio Garcia violarlos en la ilgesia tambien es respetarlos, los matan en vida en la casa de dios. curas hijos de puta.",Victor Bosch,sociedad,"""Entraron al hospital disfrazados de médicos"": la estrategia “de guerra” para frenar los abortos legales",https://www.infobae.com/sociedad/2018/10/09/entraron-al-hospital-disfrazados-de-medicos-la-estrategia-de-guerra-para-frenar-los-abortos-legales/&sa=U&ved=0ahUKEwiDr87i9JzeAhXFfpAKHfg8CGkQFggrMAQ&usg=AOvVaw0UcZmqLGDhvW6p5MBkwaII,0.9090906999999999,0.9773613000000001
1227,False,4 sem,1,1,Dujovne quien te dijo que el pueblo no comparte las ganas y la opinion que se vayan ya !!! Hijos de puta viven mintiendo y pasando la gorra en el FMI ..basta de cambiemos por favor !!!,Jose Assan,economia,"Nicolás Dujovne contestó las amenazas de los gremialistas: ""La sociedad argentina no comparte sus opiniones""",https://www.infobae.com/economia/2018/09/24/nicolas-dujovne-estamos-convencidos-de-que-estamos-llegando-al-mejor-acuerdo-posible/&sa=U&ved=0ahUKEwj2p8LUvpveAhXBFZAKHcUhCNkQFggrMAQ&usg=AOvVaw2SCwfvVwl7Qv70EBPIudEq,0.8825915000000001,0.97730213
6922,False,3 sem,3,0,"Menos PS y mas luz hijos de puta.
Son horribles esas fotos...

#acomodo",Carlos Escobar,teleshow/infoshow,Ponerle el pecho: las famosas posaron para una campaña contra el cáncer de mama,https://www.infobae.com/teleshow/infoshow/2018/09/27/ponerle-el-pecho-las-famosas-posaron-para-una-campana-contra-el-cancer-de-mama/&sa=U&ved=0ahUKEwiHg5Wkv5veAhXEE5AKHbddA5wQFggfMAI&usg=AOvVaw0Lj-LNRIKTY-N9WijGGeKu,0.7889706999999999,0.97730213
41886,False,2 d,·,0,"El que de quorum y apruebe ese nefasto presupuesto es un traidor a la patria, aunque te disfraces de peronista, manga de hijos de puta.",Paul Church,politica,El Bloque Justicialista dio luz verde para votar el Presupuesto 2019,https://www.infobae.com/politica/2018/10/20/el-bloque-justicialista-dio-luz-verde-para-votar-el-presupuesto-2019/&sa=U&ved=0ahUKEwj_jLyr-ZzeAhXHjpAKHV9iCXsQFggZMAE&usg=AOvVaw3BHu1Z6Eq1NqMkNjMSv68n,0.8825915000000001,0.97730213
20097,False,2 sem,2,0,"HAY QUE QUITARLES LA PERSONERIA GREMIAL, ESTOS HIJOS DE PUTA HACEN MUCHO DAÑO A MILES DE PERSONA ESTO SE TIENE QUE TERMINAR DE UNA VEZ POR TODAS",Roberto Remo,sociedad,"Por la intransigencia gremial, hay miles de pasajeros varados en Ezeiza y Aeroparque",https://www.infobae.com/sociedad/2018/10/05/otro-dia-complicado-para-volar-demoras-en-aeroparque-y-ezeiza-por-asambleas-de-aeronauticos/&sa=U&ved=0ahUKEwib5ZjEwJveAhUEipAKHVsjDnsQFgglMAM&usg=AOvVaw2L1xpmDJYNJ1fDrUZRJD27,0.8825915000000001,0.97730213
30253,False,1 sem,·,0,"Tienen miedos estos hijos de puta que viven a costilla de los trabajadores. DELINCUENTES se quieren proteger entre ellos, si no tienen miedo a la justicia presentense y no se pongan en lugar de víctimas de persecución. LADRONES son todos unos mafiosos.",Luis Rojas,politica,La CGT repudió el pedido de detención de Pablo Moyano,https://www.infobae.com/politica/2018/10/13/la-cgt-repudio-el-pedido-de-detencion-de-pablo-moyano/&sa=U&ved=0ahUKEwi8_9LS9ZzeAhWMC5AKHY0mBaUQFggfMAI&usg=AOvVaw3aOMKCTwYR1xskgH6RmL__,0.8825915000000001,0.9754484
3220,False,4 sem,2,2,luis caputo. SOS UN REVERENDO MAL NACIDO!!!!!!!!!!!! no es el momento . por que no esperas que venga el presidente?. Le importa un carajo la gente. BASTA DE INTERNAS!!!!!! LA PUTA MADRE QUE LOS PARIÓ.,Enrique Di Luca,economia,Guido Sandleris es el reemplazante de Caputo en el Banco Central,https://www.infobae.com/economia/2018/09/25/guido-sandleris-seria-el-reemplazante-de-caputo-en-el-banco-central/&sa=U&ved=0ahUKEwiO4YXrvpveAhXKG5AKHeF8A2UQFggZMAE&usg=AOvVaw3-nC9NPA-kTbHtEgIkvnG8,0.8825915000000001,0.9753629
12952,False,3 sem,9,0,"Chirolita y la puta que te parió, devuelvan lo afanado y se lo damos a los que tienen hsmbre, son unos hipócritas, delincuentes",Alfredo Bertoni,politica,"Daniel Scioli: ""La gente no da más y el Gobierno pretende salarios por debajo de la inflación""",https://www.infobae.com/politica/2018/09/30/daniel-scioli-la-gente-no-da-mas-y-el-gobierno-pretende-salarios-por-debajo-de-la-inflacion/&sa=U&ved=0ahUKEwjG57rdv5veAhUCvZAKHSM-BYQQFggkMAM&usg=AOvVaw0tq7ljbq31cWQsPISY18bM,0.8825915000000001,0.9732679
3190,True,4 sem,·,0,Omar Zarza el mejor dream team.....de los ultimos 50 años...........que vuelva la garza sosa.........dejense de josder ineptos...hijos de puta.....,Carlos Nadal,economia,Guido Sandleris es el reemplazante de Caputo en el Banco Central,https://www.infobae.com/economia/2018/09/25/guido-sandleris-seria-el-reemplazante-de-caputo-en-el-banco-central/&sa=U&ved=0ahUKEwiO4YXrvpveAhXKG5AKHeF8A2UQFggZMAE&usg=AOvVaw3-nC9NPA-kTbHtEgIkvnG8,0.7737732,0.96925795
45051,False,1 d,8,4,"encima quieren ser candidatos el año que viene, pero mira que tienen cara de piedra estos hijos de puta. no voten mas peronistas viejo.",Sergio Ariel Fazio,politica,"Cuadernos de la corrupción: se entregó Carolina Pochetti, la viuda de Daniel Muñoz",https://www.infobae.com/politica/2018/10/23/cuadernos-de-la-corrupcion-se-entrego-carolina-pochetti-la-viuda-de-daniel-munoz/,0.77668744,0.96717286
40669,False,4 d,4,3,Ni Macri ni Kristina dos pedazos de hijos de puta que nos dejaron en ruinas!,ReyGaby Col,economia,"Gabriel Martino: ""Mauricio Macri va a ser reelecto el año que viene""",https://www.infobae.com/economia/2018/10/19/gabriel-martino-mauricio-macri-va-a-ser-reelecto-el-ano-que-viene/&sa=U&ved=0ahUKEwii5cjz-JzeAhWBF5AKHQxlBIkQFggfMAI&usg=AOvVaw2LzQimghP6dTY27kCBJZAt,0.76598626,0.9655597
25975,False,2 sem,10,4,"Si este pajero saca 10 votos,a esos 10 hay que matarlos por pelotudos....que País Por Dios....",Fernando Javier Arias,politica,"Guillermo Moreno lanzó su candidatura a presidente: ""Vamos a revolucionar el mundo""",https://www.infobae.com/politica/2018/10/10/guillermo-moreno-lanzo-su-candidatura-a-presidente-vamos-a-revolucionar-el-mundo/&sa=U&ved=0ahUKEwi6pPGD9ZzeAhXHG5AKHQq3B-UQFggrMAQ&usg=AOvVaw0JV4WNQ6SNvD8hGsD4kQaL,0.94306266,0.96428055
19150,False,2 sem,3,1,"ESTO ESTA LLENO DE HIJOS DE PUTA QUE DISFRUTAN CON LA MUERTE AJENA. SON LA VERSIÓN ACTUAL DE ""QUE VIVA EL CÁNCER"".
ES UNA PENA SABER QUE EN ARGENTINA NUNCA VA A HABER UNA REVOLUCIÓN QUE FUSILE EN LA PLAZA PÚBLICA A TODOS ESTOS TIPOS",Hugo Lopez,politica,Murió el padre de Amado Boudou,https://www.infobae.com/politica/2018/10/05/murio-el-padre-de-amado-boudou/&sa=U&ved=0ahUKEwjSkezHwJveAhVDvZAKHQjeC9cQFggTMAA&usg=AOvVaw1tRaG6axx-YvLgJBHpvTpM,0.8932761999999999,0.9593815
42599,False,3 d,6,0,"Que hijos de puta estos arabes, pero claro nadie dice nada xq estan forrados en guita.",Juan Miguel,america/mundo,Arabia secreta: cómo es por dentro el régimen que descuartizó a un periodista en un consulado,https://www.infobae.com/america/mundo/2018/10/21/arabia-secreta-como-es-por-dentro-el-regimen-que-descuartizo-a-un-periodista-en-un-consulado/&sa=U&ved=0ahUKEwj3quXY-ZzeAhVMIpAKHRkwDZ8QFgglMAM&usg=AOvVaw3K46c_pdlza_GglIOImLFK,0.7266589,0.9590270000000001
26931,False,1 sem,6,0,"También vale que roben ? y criar terroristas que mataron gente inocente ?. La cantidad de madres que perdieron a sus hijos por estos terroristas hijos de puta y a las cuales no se les hace ningún homenaje o no se les da voz, o madres que por culpa del peronismo en todas sus versiones perdieron hijos por la pobreza, la droga y todo tipo de delincuencia, tampoco tienen voz y Bergoglio no reconoce, ni invita",Peter Sanz,politica,Papa Francisco: “A una madre de Plaza de Mayo yo le permito todo”,https://www.infobae.com/politica/2018/10/11/papa-francisco-a-una-madre-de-plaza-de-mayo-yo-le-permito-todo/&sa=U&ved=0ahUKEwiQi7ef9ZzeAhVFiJAKHcrlCnYQFgglMAM&usg=AOvVaw0FicCPnYjw9UFwv6OHSdU5,0.8825915000000001,0.9590052
37670,False,1 sem,6,0,"Para hacerla completa che donda , tambien integra al juez oyarbide, asi tenes el prostibulo completo. ""politicos"" bayance a la puta que los pario y dejenlos de tomar por idiotas a los argentinos bien nacidos. que no es tu caso,",Carlos Olea,politica,Victoria Donda lanza un nuevo partido y sueña con una candidatura presidencial,https://www.infobae.com/politica/2018/10/17/victoria-donda-lanza-un-nuevo-partido-y-suena-con-una-candidatura-presidencial/&sa=U&ved=0ahUKEwi82--a-JzeAhVCgJAKHZ7VC7oQFgglMAM&usg=AOvVaw0r5bLdR2FCQhkcjaSXjqdE,0.8825915000000001,0.95853573
23483,False,2 sem,1,0,"Ojo,lo que no dicen estos hijos de puta es que además del aumento descabellado del gas y el pago de ese nuevo invento es que también le aplicarán el IVA y el resto de los impuestos provinciales y municipales que cobra el estado llevando lo que este sinverguenza dice que va a ser de 90 o 100 pesos de ""promedio"", va a ser en realidad entre 40 o 50 pesos mas",Hector Alberto Rodriguez,economia,Gas: petroleras amenazan con dejar de invertir si se suspenden los aumentos,https://www.infobae.com/economia/2018/10/09/gas-petroleras-amenazan-con-dejar-de-invertir-si-se-suspenden-los-aumentos/&sa=U&ved=0ahUKEwja3_HM9JzeAhWDGJAKHTwTBkEQFggZMAE&usg=AOvVaw2q7VFHArRegyRkXXl8WVl9,0.7266589,0.92028683
43332,False,3 d,1,0,Buenas tetas y muy puta.,Ariel De Carolis,teleshow/infoshow,"Andrea Rincón: ""Hoy puedo oler a los psicópatas y alejarme de ellos""",https://www.infobae.com/teleshow/infoshow/2018/10/21/andrea-rincon-hoy-puedo-oler-a-los-psicopatas-y-alejarme-de-ellos/&sa=U&ved=0ahUKEwif6pTQ-ZzeAhWIfpAKHTNsCQ4QFggZMAE&usg=AOvVaw35qCpGoS2JeZOUFt87QCuS,0.69283366,0.92028683
32752,False,1 sem,6,0,Listo!!! Ahora q mauri entrege las llaves...su cola y la d su seňora...la puta q te pario macri...,David Cedrun,economia,El FMI ya tiene oficina en la Argentina: por el momento funcionará en el Banco Central,https://www.infobae.com/economia/2018/10/15/el-fmi-ya-tiene-oficina-en-la-argentina-por-el-momento-funcionara-en-el-banco-central/&sa=U&ved=0ahUKEwjL3ZTD95zeAhWFUZAKHTuBDEEQFggfMAI&usg=AOvVaw2vgFBz76B0Z8NRNh5C-vrf,0.7301114000000001,0.92028683
15090,False,3 sem,3,0,"Si, maravillosas ""personas"" , ( y que capacidad para hacerse los boludos ! ) y las mujeres ..y todos ..hablando como si todo fuese una situación muy normal..! , bueno..se dice ( no esta confirmado ) que flavio podria estar embarazado.., lo cual agregaria un nuevo ingrediente.., jajajaja que mangas de hijos de puta todos..!!",Miguel Angel Brunotti,teleshow/infoshow,"Flavio Mendoza se separó de su novio: ""Le mandaba mensajes explícitos a un amigo mío""",https://www.infobae.com/teleshow/infoshow/2018/10/01/flavio-mendoza-se-separo-de-su-novio-le-mandaba-mensajes-explicitos-a-un-amigo-mio/&sa=U&ved=0ahUKEwimrpP2v5veAhUGgpAKHVJTB_wQFgglMAM&usg=AOvVaw29AiIs74QAiqFGUZbu7MMN,0.8473126,0.92028683
19152,False,2 sem,2,2,Como pueden ser tan hijos de puta utilizando las redes sociales para hacer semejante comentarios quien les paga marcos.peña ?,Leo Quarle,politica,Murió el padre de Amado Boudou,https://www.infobae.com/politica/2018/10/05/murio-el-padre-de-amado-boudou/&sa=U&ved=0ahUKEwjSkezHwJveAhVDvZAKHQjeC9cQFggTMAA&usg=AOvVaw1tRaG6axx-YvLgJBHpvTpM,0.6260435000000001,0.92028683
18677,True,2 sem,2,0,Tranqui Coti. A ver si tu novio el que te auspicia los viajes un día se coge otro cuero y lo salis a prender fuego como a esos pelotudos de Onda Vaga,Luis Bengoff,teleshow/infoshow,"Suman más denuncias de abuso sexual a los músicos de Onda Vaga, presentando chats como prueba",https://www.infobae.com/teleshow/infoshow/2018/10/04/suman-mas-denuncias-de-abuso-sexual-a-los-musicos-de-onda-vaga-presentando-chats-como-prueba/&sa=U&ved=0ahUKEwi6_qu2wJveAhVDipAKHYI7B74QFgglMAM&usg=AOvVaw0rG16dL_ftz7ZviNxG8szs,0.8352564,0.91791594
24245,True,1 sem,·,0,"Arlet Snow y POR ESO TIENE QUE SER LEGAL ASESINAR A LOS NIÑOS?? Que culpa tienen ellos, digame? Uds son los primeros que se rasgan las vestiudras cuando se pide la pena de muerte para los violadores. HIPOCRITAS",Mariana DeIrusta,sociedad,"""Entraron al hospital disfrazados de médicos"": la estrategia “de guerra” para frenar los abortos legales",https://www.infobae.com/sociedad/2018/10/09/entraron-al-hospital-disfrazados-de-medicos-la-estrategia-de-guerra-para-frenar-los-abortos-legales/&sa=U&ved=0ahUKEwiDr87i9JzeAhXFfpAKHfg8CGkQFggrMAQ&usg=AOvVaw0UcZmqLGDhvW6p5MBkwaII,0.9025794,0.904667
24216,True,1 sem,·,0,Con mi mujer ya tenemos varios hijos con lo que no puede adoptar. Entonces para vos se mejor matarlos para que en el futuro no necesiten adopcion? Te das cuenta tu logica pedazo de muerto mental. Atendete urgente.,Felipe Solanet,sociedad,"""Entraron al hospital disfrazados de médicos"": la estrategia “de guerra” para frenar los abortos legales",https://www.infobae.com/sociedad/2018/10/09/entraron-al-hospital-disfrazados-de-medicos-la-estrategia-de-guerra-para-frenar-los-abortos-legales/&sa=U&ved=0ahUKEwiDr87i9JzeAhXFfpAKHfg8CGkQFggrMAQ&usg=AOvVaw0UcZmqLGDhvW6p5MBkwaII,0.95619047,0.904667
31403,False,1 sem,5,0,Una oportunidad para Scaloni y la camada nueva que son jugadores jóvenes y tienen mucho futuro. Que siga este dt interino hasta la copa América . Dejen trabajar en paz al jugador de fútbol. Porque carajos no imponen presión en los políticos que nos están uniendo a ver como lo arreglan y nos sacan del pozo ciego en donde estamos. Hijos de puta,Vandicut Luka,deportes-2,La selección nacional ha muerto,https://www.infobae.com/deportes-2/2018/10/14/la-seleccion-nacional-ha-muerto/&sa=U&ved=0ahUKEwim6JSh95zeAhUBHZAKHXUBAXoQFggTMAA&usg=AOvVaw1Ug0kb1SXvLUyF36ieJ4Dd,0.7266589,0.904667
37566,False,1 sem,3,0,"Si se une con alegria Sola, ademas de ni figurar, Victoria, te terminas de quemar, bueno quemada estas. Justo Sola el gran estadista, un gobernador de la puta madre... por favor",Oscar Mogica,politica,Victoria Donda lanza un nuevo partido y sueña con una candidatura presidencial,https://www.infobae.com/politica/2018/10/17/victoria-donda-lanza-un-nuevo-partido-y-suena-con-una-candidatura-presidencial/&sa=U&ved=0ahUKEwi82--a-JzeAhVCgJAKHZ7VC7oQFgglMAM&usg=AOvVaw0r5bLdR2FCQhkcjaSXjqdE,0.7266589,0.8625999
41170,False,3 d,·,1,estamos cansados de corrucion esos es buso de autoridad tienen que tener pena de muerte h p,Jorge Semisky,sociedad,Ascenderán a los policías que fueron amenazados por un juez en pleno operativo,https://www.infobae.com/sociedad/2018/10/19/ascenderan-a-los-policias-que-fueron-amenazados-por-un-juez-en-pleno-operativo/&sa=U&ved=0ahUKEwif1-7--JzeAhXHFJAKHZqzDHYQFggrMAQ&usg=AOvVaw2k60VBfDOvC5sMZngbQZCZ,0.862765,0.8481671999999999
1391,False,4 sem,1,0,No hay problema de Mario no hay problema hagamos lo que en ellos los filipinos una dosis de bala de plomo y listo todo estos parásitos delincuente al cementerio papá a una fosa común qué tanto j****,Guillermo Bühler,politica,Máximo Kirchner declaró un patrimonio de 94 millones de pesos,https://www.infobae.com/politica/2018/09/24/maximo-kirchner-declaro-un-patrimonio-de-94-millones-de-pesos/&sa=U&ved=0ahUKEwj-ka7fvpveAhUCFZAKHYl4AHwQFggfMAI&usg=AOvVaw3ISpQ-pLFVfm_92lMj-3wC,0.81603587,0.80327564
31389,False,1 sem,·,0,"La selección,la selección se va ala puta que los parió !!!🎶🎶",Pablo Diaz,deportes-2,La selección nacional ha muerto,https://www.infobae.com/deportes-2/2018/10/14/la-seleccion-nacional-ha-muerto/&sa=U&ved=0ahUKEwim6JSh95zeAhUBHZAKHXUBAXoQFggTMAA&usg=AOvVaw1Ug0kb1SXvLUyF36ieJ4Dd,0.33670565,0.8023977
45488,False,23 h,5,1,Una basura menos. Cristina un voto menos,Alberto Brandt,sociedad,Video: enfrentamiento de la Policía con una banda narco en Boulogne,https://www.infobae.com/sociedad/2018/10/23/video-enfrentamiento-de-la-policia-con-una-banda-narco-en-boulogne/,0.5515018,0.8023977
193,False,4 sem,4,2,"hará 20 años iba a una pizzeria con mi hijo de 10 años a ver el superclasico, llegamos tarde y ya habían cerrado la puerta, mientras trataba de ver si podía hablar con un mozo amigo llego una mujer en bicicleta y mirando para adentro comentó “ a estos gallinas hay que matarlos a todos “ lo dijo de verdad y con tanto odio que me dejó pensando en la locura que tenemos adentro.... y desde siempre...",Phill Scott,deportes-2,Gonzalito Rodríguez habló sobre el mal momento que vivió en la Bombonera,https://www.infobae.com/deportes-2/2018/09/24/gonzalito-rodriguez-hablo-sobre-el-mal-momento-que-vivio-en-la-bombonera/&sa=U&ved=0ahUKEwi017XYvpveAhUECpAKHSgLDssQFggrMAQ&usg=AOvVaw0SZw4Vhi93d8Mb9ttPp-X9,0.8825915000000001,0.8023977
17168,False,2 sem,2,0,"Esta vez de acuerdo con lilita no puede decir un ministro otra cosa que no sea que todos los funcionarios del estado desde el presidente hasta el ultimo contratado son pasibles de rendir las cuentas que correspondan ante la justicia por cualquier acto en contra del estado , pero la puta madre nadie tiene coronita en este pais y si es cierto que es una verguenza que un ex presidente vaya preso pero en buena hora que se haga justicia lamentando por los millones que lo votaron engañados en sus promesas o campaña",Jaime Rolando Serra Vallejos,politica,"Dura crítica de Elisa Carrió a Garavano: ""Sus dichos son una vergüenza""",https://www.infobae.com/politica/2018/10/03/dura-critica-de-elisa-carrio-a-garavano-sus-dichos-son-una-verguenza/&sa=U&ved=0ahUKEwiEosWawJveAhVDH5AKHei8DJcQFggfMAI&usg=AOvVaw3hz0k8VUDbsyk4QnaOrM3Y,0.5400308000000001,0.78273773
