,es_respuesta,fecha,likes,respuestas,texto,usuario,seccion,titulo,url,severe_toxicity,toxicity
10177,True,·,·,0,Un Stalin zurdo? ni a palos! prefiero un Hitler... pero la idea de acabar con los peronchos vagos y ladrones es muy buena,Dani Ruiz,america/mundo,Los 10 dictadores más sanguinarios del siglo XX,https://www.infobae.com/america/mundo/2018/09/29/los-10-dictadores-mas-sanguinarios-del-siglo-xx/&sa=U&ved=0ahUKEwjW4dnRv5veAhXCnJAKHSa4AVgQFggZMAE&usg=AOvVaw1VezRphrcKqcWt3w22AOcD,0.76601124,0.65022653
30962,False,1 sem,6,0,Un congreso de lavarropas modernos y nuevos detergentes para lavar los platos?? Sería lo más productivo para estos parasitos,Roberto Tito Mendez,sociedad,Éxodo al sur: detalles del primer día del 33° Encuentro Nacional de Mujeres,https://www.infobae.com/sociedad/2018/10/13/exodo-al-sur-detalles-del-primer-dia-del-33-encuentro-nacional-de-mujeres/&sa=U&ved=0ahUKEwj88JnO9ZzeAhWFH5AKHaBoBZ0QFggrMAQ&usg=AOvVaw17iI4KqH1DsIeURG2sSF3x,0.48436803,0.65022653
10508,True,3 sem,·,0,El tema es que Hitler no fue dictador ni mató de hambre a su pueblo como los delincuentes comunistas que si hicieron todo eso,Mariano Bastiani,america/mundo,Los 10 dictadores más sanguinarios del siglo XX,https://www.infobae.com/america/mundo/2018/09/29/los-10-dictadores-mas-sanguinarios-del-siglo-xx/&sa=U&ved=0ahUKEwjW4dnRv5veAhXCnJAKHSa4AVgQFggZMAE&usg=AOvVaw1VezRphrcKqcWt3w22AOcD,0.7266589,0.64518166
39321,False,5 d,2,0,"Menos mal que Chaplin murió. De lo contrario hoy sería denunciado por la Policía del Pensamiento Politicamente Correcto por burlarse de los judíos al personificar a Hitler en ""El Gran Dictador"", o por denigrar a los trabajadores en ""Tiempos Modernos"". Sigan así, cansando a la gente, que de a poco los fascistas de cotillón están siendo reemplazados por los verdaderos, como Putin, Trump, Matteo Salvini, Jair Bolsonaro...",Daniel Velasco,sociedad,Fuerte repudio al chiste antisemita de un conductor del Canal de la Ciudad,https://www.infobae.com/sociedad/2018/10/18/fuerte-repudio-al-chiste-antisemita-de-un-conductor-del-canal-de-la-ciudad/&sa=U&ved=0ahUKEwiw2Yq6-JzeAhXGhJAKHT9_CCUQFggkMAM&usg=AOvVaw00VWy-k6OARNlBHuTRRORR,0.8371489,0.63625175
33973,True,1 sem,·,0,te parece? El indio comanche de Titanes en el Ring lo destroza con la mirada.,Carlos Peña,sociedad,"Fabio Inalef: ""Para ser mapuche desde el Obelisco se necesita tener una gran fuerza interior""",https://www.infobae.com/sociedad/2018/10/15/fabio-inalef-para-ser-mapuche-desde-el-obelisco-se-necesita-tener-una-gran-fuerza-interior/&sa=U&ved=0ahUKEwjDraXQ95zeAhVKE5AKHRG5AIgQFgglMAM&usg=AOvVaw2lcvz9sbTPZ5TVEjmWhXX6,0.687978,0.6267118
45708,False,·,·,0,"Son un asco , golpes bajos, utilizan los niños para su adoctrinamiento, el peronismo es como el fascismo de Hitler y Musolini en sus inicios.

Usan a los menores para relamerse en su ego... Para esto quieren educacion publica?

No vuelven mas....",Aqui Estoy Hoy,sociedad,"Otra polémica, ahora en un colegio de Avellaneda: le pidieron a una alumna que toque la marcha peronista frente al intendente",https://www.infobae.com/sociedad/2018/10/23/le-hicieron-tocar-la-marcha-peronista-a-una-alumna-delante-del-intendente-de-avellaneda/,0.78200126,0.6215229999999999
17103,True,3 sem,·,0,"Ernesto Mandelbaum Consideraste mudarte a Venezuela, ahí tenes el modelito K en su mejor versión? Sabías que esta avanzada la experimentación en transplantes? En poco tiempo posiblemente haya de cerebros y, con un poco de suerte tal vez logres un donante. Saludos y estoy lejos de ser Macrista, defiendo la democracia y condeno a los delincuentes y sus cipayos cómplices, como a los defensores del saqueo. Gracias a gentuza descerebrada, esta banda K vació el país.",Carlos Dagna,politica,El auto de Axel Kicillof amaneció incendiado,https://www.infobae.com/politica/2018/10/03/el-auto-axel-kicillof-amanecio-incendiado/&sa=U&ved=0ahUKEwiEosWawJveAhVDH5AKHei8DJcQFggTMAA&usg=AOvVaw29dQ6z9E19cNaDeA4PoNd2,0.7266589,0.6135527
10998,False,3 sem,3,0,Este tipo parece la reencarnación de Hitler o de Mengele. O es un infradotado o no le sube agua al tanque. Genio con que pagamos? Gracias a tu reverenda estupidez no los vuelvo a votar ni en pedo. Me produce miedo no ve más allá de su nariz. Genio somos seres humanos no peones en un tablero de ajedrez. Lo mejor que podría hacer el Presidente es meterte un boleto en el .... no,Amalia Baeza Gomez,economia,"Nicolás Dujovne: ""Si no hay pesos, no hay con qué comprar los dólares""",https://www.infobae.com/economia/2018/09/29/nicolas-dujovne-si-no-hay-pesos-no-hay-con-que-comprar-los-dolares/&sa=U&ved=0ahUKEwir-qHAv5veAhVEHpAKHTy8CRIQFggfMAI&usg=AOvVaw1m_O9g6d4uZEb7L5tMoxRN,0.66289705,0.58826876
24238,True,1 sem,·,0,"Eduardo Antonio Garcia No use palabras que no corresponden. No diga facho, porque el fascismo nada tiene que ver con eso. DE HECHO, EN ALEMANIA E ITALIA DE HITLER Y MUSSOLINI EL ABORTO ERA CASTIGADO SEVERAMENTE. Diga mas bien, zurdos de cuarta.",Mariana DeIrusta,sociedad,"""Entraron al hospital disfrazados de médicos"": la estrategia “de guerra” para frenar los abortos legales",https://www.infobae.com/sociedad/2018/10/09/entraron-al-hospital-disfrazados-de-medicos-la-estrategia-de-guerra-para-frenar-los-abortos-legales/&sa=U&ved=0ahUKEwiDr87i9JzeAhXFfpAKHfg8CGkQFggrMAQ&usg=AOvVaw0UcZmqLGDhvW6p5MBkwaII,0.7266589,0.58811057
45895,True,1 d,1,0,y con la foto de un indio que del impenetrable argentino no es seguro truchisimo,Gabriel Gracia Enriquez,teleshow/infoshow,Diego Brancatelli será papá por segunda vez,https://www.infobae.com/teleshow/infoshow/2018/10/23/diego-brancatelli-sera-papa-por-segunda-vez/,0.56116796,0.58794415
21253,False,2 sem,1,2,Napalm para esos chupasirios!!!,Roberto Alvarez,sociedad,La 44° Peregrinación a Luján desde el drone de Infobae,https://www.infobae.com/sociedad/2018/10/06/la-44-peregrinacion-a-lujan-desde-el-drone-de-infobae/&sa=U&ved=0ahUKEwiKpeLawJveAhULiZAKHdYkD8YQFggTMAA&usg=AOvVaw2mcmhsq0GuzxQApvoizYTM,0.5329434000000001,0.587342
10526,True,3 sem,2,0,"Hitler fue un genocida terrible, sin duda, pero lo que lo diferencia de los comunistas es que el amaba a su pueblo, no lo mataba de hambre. Un socialismo un poco mas coherente a la ideología que pregonan.",Guido Durán,america/mundo,Los 10 dictadores más sanguinarios del siglo XX,https://www.infobae.com/america/mundo/2018/09/29/los-10-dictadores-mas-sanguinarios-del-siglo-xx/&sa=U&ved=0ahUKEwjW4dnRv5veAhXCnJAKHSa4AVgQFggZMAE&usg=AOvVaw1VezRphrcKqcWt3w22AOcD,0.7266589,0.58719254
33915,False,1 sem,2,0,"Hay gente que hace cualquier payasada para vivir sin laburar , lo triste que muchos de estos parasitos lo logra ,Nacion generosa la Argentina.",Norberto Calo,sociedad,"Fabio Inalef: ""Para ser mapuche desde el Obelisco se necesita tener una gran fuerza interior""",https://www.infobae.com/sociedad/2018/10/15/fabio-inalef-para-ser-mapuche-desde-el-obelisco-se-necesita-tener-una-gran-fuerza-interior/&sa=U&ved=0ahUKEwjDraXQ95zeAhVKE5AKHRG5AIgQFgglMAM&usg=AOvVaw2lcvz9sbTPZ5TVEjmWhXX6,0.58257645,0.58719254
42024,False,3 d,14,0,"Huevo. Volvé a tu tribu y llevate a los tuyos para que pasen hambre en este país. (Diminuiría la pobreza al 2 %) De paso, dale a tu pueblo atención sanitaria, en jujuy no dan abasto y en Capital y Gran Bs. As, estamos llenos de bolitas que vienen a parir gratis y a cobrar planes. Yo, no te hubiese permitido entrar a Argentina. Agradecé, y no vuelvas.",Violeta Gandini,politica,"Evo Morales cuestionó los ""golpes judiciales"" en un acto con dirigentes kirchneristas",https://www.infobae.com/politica/2018/10/20/evo-morales-cuestiono-los-golpes-judiciales-en-un-acto-con-dirigentes-kirchneristas/&sa=U&ved=0ahUKEwj_jLyr-ZzeAhXHjpAKHV9iCXsQFgglMAM&usg=AOvVaw3qlfI1jwWXdMKeY7TTo14P,0.7266589,0.58719254
10372,False,3 sem,2,2,"Que alguien le avisé al periodista que escribo esto, que este es un diario judío, no puede hacer una nota diciendo que después del genocidio de Hitler hubo otros dos aún peor ( Stalin y Mao), que lo van a terminar echando",Abel Farias,america/mundo,Los 10 dictadores más sanguinarios del siglo XX,https://www.infobae.com/america/mundo/2018/09/29/los-10-dictadores-mas-sanguinarios-del-siglo-xx/&sa=U&ved=0ahUKEwjW4dnRv5veAhXCnJAKHSa4AVgQFggZMAE&usg=AOvVaw1VezRphrcKqcWt3w22AOcD,0.7266589,0.58719254
5613,True,·,·,0,"Lo que ""cuida"" al pueblo es el trabajo y la educacion. Para eso tiene que haber gente que quiera emprender algo, en un contexto en el que hay que mantener con impuestos a un estado gigantesco como el que tenemos, para sostener con asistencialimso a todos estos parasitos.. Hablo de argentinos.",Flavio C. Casaux,sociedad,El llanto de un parrillero que no pudo trabajar por un piquete,https://www.infobae.com/sociedad/2018/09/26/el-llanto-de-un-parrillero-que-no-pudo-trabajar-por-un-piquete/&sa=U&ved=0ahUKEwijlMKGv5veAhVHj5AKHbDuBoUQFggfMAI&usg=AOvVaw2uszRGW46dFBW2iHVq8pfi,0.7266589,0.58719254
2471,False,4 sem,4,0,"arcontes daemons, comportamiento reptiliano, le dan a cualquier cosa que se mueva, igual que larvas o parasitos.",Felix Che Gatofelix,teleshow/infoshow,"Con humor, Florencia Peña compartió una foto a puro poliamor",https://www.infobae.com/teleshow/infoshow/2018/09/24/con-humor-florencia-pena-compartio-una-foto-a-puro-poliamor/&sa=U&ved=0ahUKEwjH26DjvpveAhXBDpAKHZYFC8MQFggZMAE&usg=AOvVaw1NtpDBm1kl695OoYFmfijl,0.4341137,0.5592714
292,False,4 sem,3,0,LA TIENEN BIEN ADENTRO LOS BOLITAS JUAAAA JUAAA JUAAA!!!! ENFERMOSSSSSS!!!!,Oliver Garcia,deportes-2,Gonzalito Rodríguez habló sobre el mal momento que vivió en la Bombonera,https://www.infobae.com/deportes-2/2018/09/24/gonzalito-rodriguez-hablo-sobre-el-mal-momento-que-vivio-en-la-bombonera/&sa=U&ved=0ahUKEwi017XYvpveAhUECpAKHSgLDssQFggrMAQ&usg=AOvVaw0SZw4Vhi93d8Mb9ttPp-X9,0.56116796,0.53200656
10278,False,3 sem,1,0,"QUE TRUCHADA ESTE INFORME,NO LO CREE NADIE, esta HITLER y no esta MACRI, andaaaaaaaa,ccCHANTAS,jajajajajajaj",Manuel Solis Abad,america/mundo,Los 10 dictadores más sanguinarios del siglo XX,https://www.infobae.com/america/mundo/2018/09/29/los-10-dictadores-mas-sanguinarios-del-siglo-xx/&sa=U&ved=0ahUKEwjW4dnRv5veAhXCnJAKHSa4AVgQFggZMAE&usg=AOvVaw1VezRphrcKqcWt3w22AOcD,0.5346294,0.5302159000000001
32294,False,1 sem,2,0,Engendros de Hitler,Consuelo Villaverde,sociedad,"Pedirán 14 años de prisión para las maestras del jardín ""Tribilín"" acusadas por maltrato",https://www.infobae.com/sociedad/2018/10/14/pediran-14-anos-de-prision-para-las-maestras-del-jardin-tribilin-acusadas-por-maltrato/&sa=U&ved=0ahUKEwiSlr2n95zeAhVMEpAKHfiQBjUQFgglMAM&usg=AOvVaw2_xbtqej0-MsF4pO00_-9w,0.46508637,0.5225911
34021,True,1 sem,·,0,"jejej estupidanazis le manda este, seguro q viviste en alemania para decir esa boludez , hitler y caligula, me imagino a alguien diciendo femiromanas,,,,esto solo pasa en estos paises paganos, no comparas esto con Alemania ni la alemania del reich (eso q vos llamas aborto es simplemente una separacion desde la epoca de la racionalizacion de la cultura cristiana) y no se puede comparar con argentina, porque estos paises apenas habian salido del tribalismo",Juan Cruz,sociedad,"33º Encuentro Nacional de Mujeres: aborto, una lucha que seguirá vigente hasta que sea ley",https://www.infobae.com/sociedad/2018/10/15/33o-encuentro-nacional-de-mujeres-aborto-una-lucha-que-seguira-vigente-hasta-que-sea-ley/&sa=U&ved=0ahUKEwjDraXQ95zeAhVKE5AKHRG5AIgQFggrMAQ&usg=AOvVaw0QitnQPE_miovwAov6SI0b,0.7266589,0.5202862
