,es_respuesta,fecha,likes,respuestas,texto,usuario,seccion,titulo,url,severe_toxicity,toxicity
15038,False,3 sem,1,1,Estos trolos son infieles incurables....se merecen entre si....A joderse,Raul Green,teleshow/infoshow,"Flavio Mendoza se separó de su novio: ""Le mandaba mensajes explícitos a un amigo mío""",https://www.infobae.com/teleshow/infoshow/2018/10/01/flavio-mendoza-se-separo-de-su-novio-le-mandaba-mensajes-explicitos-a-un-amigo-mio/&sa=U&ved=0ahUKEwimrpP2v5veAhUGgpAKHVJTB_wQFgglMAM&usg=AOvVaw29AiIs74QAiqFGUZbu7MMN,0.7716043,0.87302434
15045,False,3 sem,3,0,"Y que esperabas de estos degenerados promiscuos , asco que dan y les dan prensa ???? exijo una explicaion",Pascual Baccaglioni,teleshow/infoshow,"Flavio Mendoza se separó de su novio: ""Le mandaba mensajes explícitos a un amigo mío""",https://www.infobae.com/teleshow/infoshow/2018/10/01/flavio-mendoza-se-separo-de-su-novio-le-mandaba-mensajes-explicitos-a-un-amigo-mio/&sa=U&ved=0ahUKEwimrpP2v5veAhUGgpAKHVJTB_wQFgglMAM&usg=AOvVaw29AiIs74QAiqFGUZbu7MMN,0.7266589,0.87280107
2428,False,4 sem,·,0,SON TODOS TROLOS Y PERVERTIDOS COMO LA DE LA NOTA ¿¿ QUE QUERES¿¿¿ QUE EL DIABLO TE HABLE DE FAMILIA¿¿¿¿ TODO ESTO ES PERVERSIONªªªªªªª ES UN ESPIRITU DE SATANAS. MALO EH???? ASQUEROSO,Francisco Carlos Shajat,teleshow/infoshow,"Con humor, Florencia Peña compartió una foto a puro poliamor",https://www.infobae.com/teleshow/infoshow/2018/09/24/con-humor-florencia-pena-compartio-una-foto-a-puro-poliamor/&sa=U&ved=0ahUKEwjH26DjvpveAhXBDpAKHZYFC8MQFggZMAE&usg=AOvVaw1NtpDBm1kl695OoYFmfijl,0.69302535,0.84486884
14394,False,3 sem,7,0,Estos travas no dejan de romper las pelotas... terminala travaaaaaaaaaaa!,Victor Otto,politica,"Victoria Donda: ""Elena Highton de Nolasco manipuló información privilegiada para su provecho""",https://www.infobae.com/politica/2018/10/01/victoria-donda-elena-highton-de-nolasco-manipulo-informacion-privilegiada-para-su-provecho/&sa=U&ved=0ahUKEwiGp-Hyv5veAhUEvZAKHU3_A5AQFggqMAQ&usg=AOvVaw1la8vstSz8UJ0m4d4eMuBm,0.67285556,0.8023977
20388,False,2 sem,1,1,"Esto pasa en China y el zurdo guarda silencio, si fuera el caso en los Estados Unidos ya estarían encadenados frente al capitolio en Washington, pegando gritos y rasgándose las vestiduras, porque para hipócritas, insensibles, degenerados y ratas de cloaca nació el zurdo.",Ernesto R Cárdenas,america/mundo,El presidente de Interpol lleva siete días desaparecido en China y el régimen oculta información,https://www.infobae.com/america/mundo/2018/10/06/el-presidente-de-interpol-lleva-siete-dias-desaparecido-en-china-y-el-regimen-oculta-informacion/&sa=U&ved=0ahUKEwjarZHnwJveAhUJH5AKHf2IDY4QFgglMAM&usg=AOvVaw2bSLW3VvlkowZk5BEjrs3X,0.7266589,0.77750224
8988,False,3 sem,8,0,UNA TORTILLA mas asquerosa que esta...muchachos....papel higienico...que cosa ....como.... que TINELLI cosa....Chauuuuuuuuuuuuuuuuuuuuuuuu,Juan Alberto Lezona Almagro,politica,"Sergio Massa: ""Estamos construyendo una alternativa frente al fracaso de Macri""",https://www.infobae.com/politica/2018/09/28/sergio-massa-estamos-construyendo-una-alternativa-frente-al-fracaso-de-macri/&sa=U&ved=0ahUKEwi-8Ou1v5veAhVHHJAKHXufA7QQFgglMAM&usg=AOvVaw2K_OXG6DyrfapEicdzTmwL,0.48725894,0.7738739
29602,True,1 sem,1,0,"esa es la verdad de porque hay tantas trabas para alquilar, que la justicia ampare a los morosos o mierdas que intencionalmente okupan propiedades, hay que solucionar eso y habra mas oferta y mejores precios",Diego Pelaez,economia,Nueva ley de alquileres: para los especialistas inmobiliarios se encarecerán los montos iniciales,https://www.infobae.com/economia/2018/10/13/nueva-ley-de-alquileres-para-los-especialistas-inmobiliarios-se-encareceran-los-montos-iniciales/&sa=U&ved=0ahUKEwiyvbXI9ZzeAhUNmJAKHe3EDNUQFggTMAA&usg=AOvVaw0b-gFGdjF2cbmMHnDjT8oZ,0.41702688,0.7609724
24827,True,·,·,0,"Victor Bosch que tienen que ver los curas? Si conoces curas degenerados denuncialos y te acompañamos!!!
A los curas no se les mueve un pelo por el aborto, pero que te crees, que te vengas de las religiones matando chicos por nacer?",Maria Eugenia Sanili,sociedad,"""Entraron al hospital disfrazados de médicos"": la estrategia “de guerra” para frenar los abortos legales",https://www.infobae.com/sociedad/2018/10/09/entraron-al-hospital-disfrazados-de-medicos-la-estrategia-de-guerra-para-frenar-los-abortos-legales/&sa=U&ved=0ahUKEwiDr87i9JzeAhXFfpAKHfg8CGkQFggrMAQ&usg=AOvVaw0UcZmqLGDhvW6p5MBkwaII,0.8825915000000001,0.7347090000000001
42375,False,3 d,6,0,Por algo la iglesia católica está en decadencia. Son unos degenerados.dejen que los curas se casen con mujeres y no como dios.entonces se evitarían todas esas atrocidades.,Héctor Motta,sociedad,Los casos de abuso sexual ponen en jaque a la Iglesia Católica de Salta,https://www.infobae.com/sociedad/2018/10/20/los-casos-de-abuso-sexual-ponen-en-jaque-a-la-iglesia-catolica-de-salta/&sa=U&ved=0ahUKEwiJm7-m-ZzeAhWCI5AKHdpdCSkQFgglMAM&usg=AOvVaw2QhiFcPOJ7FioLSR4swceL,0.8139590999999999,0.6886364
16059,True,3 sem,1,0,"Ignacio Leuret No, es la falta de Valores, y que tratan de llenar ese vacio con la satisfacion sexual, manga de degenerados no les da asco ? aparearse continuemente ?",Pascual Baccaglioni,teleshow/infoshow,"Grave denuncia de la actriz Fernanda Meneses: ""Fabián Gianola me acosó en tres oportunidades""",https://www.infobae.com/teleshow/infoshow/2018/10/02/grave-denuncia-de-la-actriz-fernanda-meneses-fabian-gianola-me-acoso-en-tres-oportunidades/&sa=U&ved=0ahUKEwig6KaJwJveAhUDTJAKHb-JCVgQFggTMAA&usg=AOvVaw1Om9ge1lwae3VDtG2qv1BQ,0.56116796,0.68848574
32114,False,1 sem,6,0,"cada vez menos, estas tortas lauchas feas",Monica Lopez,sociedad,Diez detenidas tras incidentes en el Encuentro Nacional de Mujeres,https://www.infobae.com/sociedad/2018/10/14/diez-detenidas-tras-incidentes-en-el-encuentro-nacional-de-mujeres/&sa=U&ved=0ahUKEwiSlr2n95zeAhVMEpAKHfiQBjUQFggZMAE&usg=AOvVaw0RTEOKWcFEVcrRjUt24It2,0.49341324,0.66452235
32525,False,1 sem,1,0,y a mi que carajo me importa lo que hacen estos trolos?,Jorge Alberto Galvez,teleshow/infoshow,"Las fotos de las vacaciones de Gastón Soffritti y Stefanía Roitman, súper enamorados en España",https://www.infobae.com/teleshow/infoshow/2018/10/14/las-fotos-de-las-vacaciones-de-gaston-soffritti-y-stefania-roitman-super-enamorados-en-espana/&sa=U&ved=0ahUKEwi-xNm495zeAhUCmJAKHT6HCnoQFggrMAQ&usg=AOvVaw0OZOs2dL1DZCczHFuKp8B0,0.36064473,0.65022653
37916,True,6 d,·,0,"y si.. como las feminazis y los trolos imponen a ala fuerza su ideologia, tomando colegios y universidades",Franco Ballesteros,politica,"Activistas ""pro vida"" irrumpieron en una escuela para protestar contra la educación sexual",https://www.infobae.com/politica/2018/10/17/activistas-pro-vida-irrumpieron-en-una-escuela-para-protestar-contra-la-educacion-sexual/&sa=U&ved=0ahUKEwi82--a-JzeAhVCgJAKHZ7VC7oQFggrMAQ&usg=AOvVaw1w8xst393CqLPWYJqChEim,0.7266589,0.58719254
37911,False,6 d,5,2,"CORRECTÍSIMO, UNA COSA ES EDUCACIÓN SEXUAL IMPARTIDAS POR PERSONAS CAPACITADAS Y CON SENTIDO COMÚN, Y OTRA ES ENSEÑARLES A LOS CHICOS IDENTIDAD DE GÉNERO Y PORNOGRAFÍA POR PSEUDO DEGENERADOS PROGRES.",Gregorio Sánchez,politica,"Activistas ""pro vida"" irrumpieron en una escuela para protestar contra la educación sexual",https://www.infobae.com/politica/2018/10/17/activistas-pro-vida-irrumpieron-en-una-escuela-para-protestar-contra-la-educacion-sexual/&sa=U&ved=0ahUKEwi82--a-JzeAhVCgJAKHZ7VC7oQFggrMAQ&usg=AOvVaw1w8xst393CqLPWYJqChEim,0.7266589,0.58719254
15106,False,3 sem,1,1,"Hay que soportar esto ? Los trolos y las trolas se viven peleando, discutiendo y siempre en las redes sociales ,donde los que laburamos todos los dias, tenenemos que atender, asuntos mucho mas serios , que lo de Tal Yaninna !!!! Dejense de joder, Gambeta, en vez de ir a Palermo a correr, atendela un poco mas",José Luis Escudero,teleshow/infoshow,"Flavio Mendoza se separó de su novio: ""Le mandaba mensajes explícitos a un amigo mío""",https://www.infobae.com/teleshow/infoshow/2018/10/01/flavio-mendoza-se-separo-de-su-novio-le-mandaba-mensajes-explicitos-a-un-amigo-mio/&sa=U&ved=0ahUKEwimrpP2v5veAhUGgpAKHVJTB_wQFgglMAM&usg=AOvVaw29AiIs74QAiqFGUZbu7MMN,0.5512372,0.56336963
15030,False,3 sem,·,0,"Pobre criatura expuesta a las rarezas, de estos degenerados. Las aberraciones terminana en estas cosas, todo por querer ir contra la Naturaleza,",Enrique Mantel,teleshow/infoshow,"Flavio Mendoza se separó de su novio: ""Le mandaba mensajes explícitos a un amigo mío""",https://www.infobae.com/teleshow/infoshow/2018/10/01/flavio-mendoza-se-separo-de-su-novio-le-mandaba-mensajes-explicitos-a-un-amigo-mio/&sa=U&ved=0ahUKEwimrpP2v5veAhUGgpAKHVJTB_wQFgglMAM&usg=AOvVaw29AiIs74QAiqFGUZbu7MMN,0.44644776,0.5321833
31945,False,1 sem,7,0,"tortas y aborteras en un solo lugar, son 4 gatas locas",Diego Pelaez,sociedad,¿Por qué venir al Encuentro Nacional de Mujeres?,https://www.infobae.com/sociedad/2018/10/14/por-que-venir-al-encuentro-nacional-de-mujeres/&sa=U&ved=0ahUKEwiSlr2n95zeAhVMEpAKHfiQBjUQFggTMAA&usg=AOvVaw1JssxJe1rfVkyxF80c1b7v,0.38064027,0.50075626
29384,False,1 sem,4,0,"cOMO LO ENVIDIO. sE COGIO A TODAS LAS ESTRELLAS DE TV CON LAS QUE TRABAJO Y MUCHAS CON LAS QUE NO TRABAJO. dEBE TENER UN ALBUN GRANDE Y PUEDE GRITAR CON ORGULLO ¿TODAS ESTAS PASARON POR MI ARMA MORTAL!!! YO NO. VIEJO, FEO Y SIN PLATA, NI LOS TROLOS ME DAN BOLA.",Dale Cuervo Salta,teleshow/infoshow,"Infidelidad, compromiso y decepción: cómo fue la historia de amor entre Soledad Fandiño y Nicolás Cabré",https://www.infobae.com/teleshow/infoshow/2018/10/12/infidelidad-compromiso-y-decepcion-como-fue-la-historia-de-amor-entre-soledad-fandino-y-nicolas-cabre/&sa=U&ved=0ahUKEwi89LK_9ZzeAhUBjJAKHW--DM0QFgglMAM&usg=AOvVaw2Mt71Jntx8VqhfHXl34qEf,0.43829075,0.5004114000000001
31947,False,1 sem,6,0,"De noche seguro comen ""tortilla"", si les tiràs agua salen corriendo de lo sucias que son... seguro hay concurso de ""quien huele màs a bacalao""... Que asco tanta tortas y marimachos juntas...",Vicky R. Canteros,sociedad,¿Por qué venir al Encuentro Nacional de Mujeres?,https://www.infobae.com/sociedad/2018/10/14/por-que-venir-al-encuentro-nacional-de-mujeres/&sa=U&ved=0ahUKEwiSlr2n95zeAhVMEpAKHfiQBjUQFggTMAA&usg=AOvVaw1JssxJe1rfVkyxF80c1b7v,0.5042873999999999,0.5004114000000001
2434,False,4 sem,3,0,Se hace la cornuda superada.... manga de promiscuos,Silvina Areal,teleshow/infoshow,"Con humor, Florencia Peña compartió una foto a puro poliamor",https://www.infobae.com/teleshow/infoshow/2018/09/24/con-humor-florencia-pena-compartio-una-foto-a-puro-poliamor/&sa=U&ved=0ahUKEwjH26DjvpveAhXBDpAKHZYFC8MQFggZMAE&usg=AOvVaw1NtpDBm1kl695OoYFmfijl,0.34891868,0.5004114000000001
17639,False,2 sem,1,1,"QUE ANIMOSIDAD TIENE ESTE PORTAL CON PAMPITA,PERO SI ALABA A LOS PROMISCUOS DE LOS CHI CHILOTE",Beatriz Pagani,teleshow/infoshow,Duro golpe para Pampita: segundo día consecutivo con 0 rating para su programa,https://www.infobae.com/teleshow/infoshow/2018/10/03/duro-golpe-para-pampita-segundo-dia-consecutivo-con-0-rating-para-su-programa/&sa=U&ved=0ahUKEwidgJWewJveAhUCl5AKHWdlDn4QFggfMAI&usg=AOvVaw2zcqv065NDsu8DpuVcNEuO,0.38013628,0.5004114000000001
23079,False,2 sem,2,0,El Pudor fue asesinado en argentina por los medios degenerados de comunicación,Germán Carlos María,teleshow/infoshow,"Las confesiones sexuales de Sol Pérez: ""Papá, ¡no escuches esto por favor!""",https://www.infobae.com/teleshow/infoshow/2018/10/07/las-confesiones-sexuales-de-sol-perez-papa-no-escuches-esto-por-favor/&sa=U&ved=0ahUKEwi7xKj3wJveAhWGHJAKHVAsDhQQFggZMAE&usg=AOvVaw0-Q3Hn66AGxW9noxZexoJj,0.56116796,0.4991093
15111,True,3 sem,·,0,que los gay son mas promiscuos? y esas familias donde son 5 hermanos con un año de diferencia y cada uno con un apellido distinto?,Abel Farias,teleshow/infoshow,"Flavio Mendoza se separó de su novio: ""Le mandaba mensajes explícitos a un amigo mío""",https://www.infobae.com/teleshow/infoshow/2018/10/01/flavio-mendoza-se-separo-de-su-novio-le-mandaba-mensajes-explicitos-a-un-amigo-mio/&sa=U&ved=0ahUKEwimrpP2v5veAhUGgpAKHVJTB_wQFgglMAM&usg=AOvVaw29AiIs74QAiqFGUZbu7MMN,0.47335365,0.49763644
27398,False,1 sem,9,0,"Y las mamás de cromagnon, las de once, las de accidentes en rutas, terrorismo y korrupcion , eso sí está perdonado por la iglesia, a detalle curas degenerados violadores de varones adolescentes eso también se tapa.",Fabio Lorenzo,politica,Papa Francisco: “A una madre de Plaza de Mayo yo le permito todo”,https://www.infobae.com/politica/2018/10/11/papa-francisco-a-una-madre-de-plaza-de-mayo-yo-le-permito-todo/&sa=U&ved=0ahUKEwiQi7ef9ZzeAhVFiJAKHcrlCnYQFgglMAM&usg=AOvVaw0FicCPnYjw9UFwv6OHSdU5,0.72639805,0.44385240000000004
11136,False,3 sem,·,0,"MUCHACHOS, YO LES CUENTO LA REALIDAD QUE ESTOS DEGENERADOS DE CAMBIEMOS NO TE CUENTAN:

NO TIENEN IDEA COMO VAN A HACER

SI FUERA VERDAD LO QUE DICEN: TE HABLAN DEL MAYOR AJUSTE DE LA HISTORIA ARGENTINA!!!!

NO SUCEDIO Y COMO SUELE SUCEDER: TAMPOCO VA A SUCEDER

PERO NO ME CREAS A MI, LO DICE LOPEZ MURPHY EN UN ANALISIS QUE HACE PARA SU PARTIDO DURANTE UNA HORA COMPLETITA LO PODES BUSCAR EN YOUTUBE ""La política económica de Cambiemos, por Ricardo López Murphy""…Ver más",Ivan Kuzmuk,economia,"Nicolás Dujovne: ""Si no hay pesos, no hay con qué comprar los dólares""",https://www.infobae.com/economia/2018/09/29/nicolas-dujovne-si-no-hay-pesos-no-hay-con-que-comprar-los-dolares/&sa=U&ved=0ahUKEwir-qHAv5veAhVEHpAKHTy8CRIQFggfMAI&usg=AOvVaw1m_O9g6d4uZEb7L5tMoxRN,0.44622087,0.4251348
37862,False,6 d,2,0,Es contra la Ideología de género o de degenerados no contra la educación sexual!!! Informen bien no le mientan a la gente como hicieron con el aborto!!!,Soledad Arias,politica,"Activistas ""pro vida"" irrumpieron en una escuela para protestar contra la educación sexual",https://www.infobae.com/politica/2018/10/17/activistas-pro-vida-irrumpieron-en-una-escuela-para-protestar-contra-la-educacion-sexual/&sa=U&ved=0ahUKEwi82--a-JzeAhVCgJAKHZ7VC7oQFggrMAQ&usg=AOvVaw1w8xst393CqLPWYJqChEim,0.45951867,0.3727785
44008,False,1 d,2,0,"Los medios silencian que paso con la causa de abuso de menores en independiente, donde hay ricos y famosos sospechados. Apuran las causas con las barras bravas y la causa de los menores se cajoneo. Que asco y verguenza . Ahi no hay grieta. Los degenerados se juntan bien.",Nenu Balbuena,sociedad,"Adepa condenó y calificó de ""ataque intimidatorio"" los afiches dirigidos al periodista Luis Majul",https://www.infobae.com/sociedad/2018/10/22/adepa-condeno-y-califico-de-ataque-intimidatorio-los-afiches-dirigidos-al-periodista-luis-majul/,0.40715453,0.3727785
29218,True,1 sem,1,0,"A pero si te paran y no tenés la VTV al día, no te dejan circular y hasta te pueden retener la licencia. País generoso este. La policia es como esas cámaras que se ponen, y que ni siquiera funcionan y menos graban. Son palos parados tomando mate con tortas fritas los canas. Ahora cuando necesitan recaudar, te quieren cobrar una multa con cualquier excusa. Así estamos.",Claudio Gabriel Depalma,sociedad,Violento accidente múltiple en la autopista Buenos Aires-La Plata: un muerto y varios heridos,https://www.infobae.com/sociedad/2018/10/12/violento-accidente-multiple-en-la-autopista-buenos-aires-la-plata-un-muerto-y-varios-heridos/&sa=U&ved=0ahUKEwjyrtO29ZzeAhVDDpAKHTZxDhQQFggkMAM&usg=AOvVaw24urrVxgwGQaD8X4aTDKkD,0.56885976,0.3553342
30961,True,1 sem,2,0,Maria Infante patética a mi estas tortas no me representan,Mirta Fernandez,sociedad,Éxodo al sur: detalles del primer día del 33° Encuentro Nacional de Mujeres,https://www.infobae.com/sociedad/2018/10/13/exodo-al-sur-detalles-del-primer-dia-del-33-encuentro-nacional-de-mujeres/&sa=U&ved=0ahUKEwj88JnO9ZzeAhWFH5AKHaBoBZ0QFggrMAQ&usg=AOvVaw17iI4KqH1DsIeURG2sSF3x,0.12012527,0.31816784
25462,False,1 sem,2,2,"la tortilla se cocina de los dos lados, tiempo al tiempo.el poder no dura toda lam vida."" yo entiendo cuando el amigo de tu hijo sale a robar y vos vas preso tambien"" vamos a ver si la justicia es igualitaria.",Carlos Alberto Sosa,politica,De Vido condenado: crónica de la caída en desgracia de un ministro todopoderoso,https://www.infobae.com/politica/2018/10/10/de-vido-condenado-cronica-de-un-ministro-todopoderoso-caido-en-desgracia/&sa=U&ved=0ahUKEwi6pPGD9ZzeAhXHG5AKHQq3B-UQFggfMAI&usg=AOvVaw1ogZydglzjz6zY_loMV6-S,0.3603897,0.31634754
7497,True,3 sem,·,0,"otro zalame que cree que en este pais se fabrica algo! sali del termo chabon! lo que compras aca viene tambien de china, solo que uno mas vivo lo trae sin trabas junto con otro mas vivo lo ponen en una cajita y te lo venden a vos como producto nacional. aca no se hace nada! sabelo!",Alejo Simon,economia,"También facilitarán las compras en el exterior por el sistema ""puerta a puerta""",https://www.infobae.com/economia/2018/09/28/la-afip-trabaja-para-flexibilizar-el-sistema-de-compra-puerta-a-puerta/&sa=U&ved=0ahUKEwiU_rerv5veAhXDvZAKHa7pCg4QFggTMAA&usg=AOvVaw3FbYuYvtE9fyxg2b7HVege,0.33397487,0.30744743
7513,True,3 sem,·,0,"Gerardo Guille De Olivos otro zalame que cree que en este pais se fabrica algo! sali del termo chabon! lo que compras aca viene tambien de china, solo que uno mas vivo lo trae sin trabas junto con otro mas vivo lo ponen en una cajita y te lo venden a vos como producto nacional. aca no se hace nada! sabelo!",Alejo Simon,economia,"También facilitarán las compras en el exterior por el sistema ""puerta a puerta""",https://www.infobae.com/economia/2018/09/28/la-afip-trabaja-para-flexibilizar-el-sistema-de-compra-puerta-a-puerta/&sa=U&ved=0ahUKEwiU_rerv5veAhXDvZAKHa7pCg4QFggTMAA&usg=AOvVaw3FbYuYvtE9fyxg2b7HVege,0.30325073,0.25931767
41241,False,4 d,·,0,La otra vez estaban en c9ntra de los vigis este diario ahora a favor son como la tortilla estos noticieros 😂😂😂😂,Matias Adrian,sociedad,Ascenderán a los policías que fueron amenazados por un juez en pleno operativo,https://www.infobae.com/sociedad/2018/10/19/ascenderan-a-los-policias-que-fueron-amenazados-por-un-juez-en-pleno-operativo/&sa=U&ved=0ahUKEwif1-7--JzeAhXHFJAKHZqzDHYQFggrMAQ&usg=AOvVaw2k60VBfDOvC5sMZngbQZCZ,0.22310059999999998,0.25315365
9562,True,3 sem,·,0,"Señora, use el taco y claveselo en el pie, a nosotros tambien nos hacen lo mismo en el colectivo los degenerados",Mariano Rojas,sociedad,"""No la acosé, la apoyé"": hostigó a una kiosquera y recibió una golpiza de los vecinos",https://www.infobae.com/sociedad/2018/09/28/video-indignante-acoso-a-una-kiosquera-y-quisieron-licharlo/&sa=U&ved=0ahUKEwjzuNyxv5veAhWDkZAKHTxpAyAQFggTMAA&usg=AOvVaw2yOc3IqcAizQ5T86FNNPv9,0.13190688,0.24646553
14787,False,3 sem,8,0,cosa de tortas....que se puede esperar de estos engendros....??,Luiz Carlos Teixeira,sociedad,"Las ex alumnas del Colegio Nacional Buenos Aires que denunciaron acoso: ""Fue reparador""",https://www.infobae.com/sociedad/2018/10/01/las-ex-alumnas-del-colegio-nacional-buenos-aires-que-denunciaron-acoso-fue-reparador/&sa=U&ved=0ahUKEwjg4ZHvv5veAhVHTZAKHQ0oBdMQFggfMAI&usg=AOvVaw2ZcVWCO6hmydmIW_PPGkOI,0.15739836,0.24375972
