,es_respuesta,fecha,likes,respuestas,texto,usuario,seccion,titulo,url,severe_toxicity,toxicity
27362,False,1 sem,7,1,Solo me bastó el titulo... un papa ignorante e ideologizado y un periodista que aprendió a vivir de arribe escribiendo lo que el entrevistado quiere leer.,Gerardo Saint Martin,politica,Papa Francisco: “A una madre de Plaza de Mayo yo le permito todo”,https://www.infobae.com/politica/2018/10/11/papa-francisco-a-una-madre-de-plaza-de-mayo-yo-le-permito-todo/&sa=U&ved=0ahUKEwiQi7ef9ZzeAhVFiJAKHcrlCnYQFgglMAM&usg=AOvVaw0FicCPnYjw9UFwv6OHSdU5,0.56116796,0.77750224
33668,False,1 sem,4,0,"Trata de conseguir MORAL, porque dinero vas a tener porque tus clientes la hacen sin tener escrúpulos ni asumir sus responsabilidades destrozando todo lo bueno del ser humano, sin distinguir edad. No sé como te dan esta nota. Seguro que la compra se paga y muy bien.- En realidad eres la cara de la argentina que nos avergüenza día a día y hace llorar a muchas madres. No se de que te ries.- ¿Del estúpido periodista que te hizo la nota?",Norberto Vivas,sociedad,"Macarena Curia, abogada de narcotraficantes: ""¿Mi único límite? No defiendo a argentinos""",https://www.infobae.com/sociedad/2018/10/15/macarena-curia-abogada-de-narcotraficantes-mi-unico-limite-no-defiendo-a-argentinos/&sa=U&ved=0ahUKEwjDraXQ95zeAhVKE5AKHRG5AIgQFggTMAA&usg=AOvVaw3Hy-1tSUZjQPP5uttMzeaq,0.7266589,0.77750224
5015,False,3 sem,2,0,"el suplicio lo tenes vos por que estas deseando que no arreglen, como es?si le va mal mejor, anda a garcar periodista de cuarta.-",Ricardo Pusineri,politica,Un suplicio interminable,https://www.infobae.com/politica/2018/09/26/un-suplicio-interminable/&sa=U&ved=0ahUKEwjyy5iKv5veAhUOmJAKHYvSDyYQFggTMAA&usg=AOvVaw2KuCFBz6mk8FShxDRCi91S,0.7266589,0.77750224
36261,False,1 sem,5,0,"Y este diario zurdo festeja que la Feria se llame ""Al Horno Patriarcado"". Pobres féminas, son una minoría enferma, marginales, que no tuvieron la atención de sus padres cuando niños y hoy se ven las consecuencias nefastas que ello conlleva.",Diego Manuel Alconchel,sociedad,"Encuentro Nacional de Mujeres, una buena oportunidad para las emprendedoras gastronómicas",https://www.infobae.com/sociedad/2018/10/16/encuentro-nacional-de-mujeres-una-buena-oportunidad-para-las-emprendedoras-gastronomicas/&sa=U&ved=0ahUKEwja_ODy95zeAhUGf5AKHbiVCGwQFggfMAI&usg=AOvVaw1LWDWZf_9aCGbCcOUV412E,0.7266589,0.77750224
12200,True,3 sem,·,0,Uhhh quieras decir que los ivrañanos son los terroristas burro informate y no con este pasquin,Mendez Luis,america/mundo,"Así mataron a Alexandre Zajarchenko, líder de los separatistas prorrusos en el este de Ucrania",https://www.infobae.com/america/mundo/2018/09/30/asi-mataron-a-alexandre-zajarchenko-lider-de-los-separatistas-prorrusos-en-el-este-de-ucrania/&sa=U&ved=0ahUKEwjMw63lv5veAhVHHJAKHXufA7QQFggfMAI&usg=AOvVaw0msD5PBCOP3ygkbyK-avIk,0.7266589,0.77750224
41134,True,3 d,·,0,"Los medios los cuidan tanto que publican esto, déjate de joder gataflora!",Ricardo López,sociedad,Dos funcionarios bonaerenses fueron detenidos por extorsión y pedido de coimas,https://www.infobae.com/sociedad/2018/10/19/dos-funcionarios-bonaerenses-fueron-detenidos-por-extorsion-y-pedido-de-coimas/&sa=U&ved=0ahUKEwif1-7--JzeAhXHFJAKHZqzDHYQFggZMAE&usg=AOvVaw1ZDKDO8eKho9BJ7M-hfOWI,0.39329997,0.735698
39951,False,6 d,4,0,"Que periodismo barato y sobre todo MENTIROSO... En que momento J.López atropella a un fotógrafo si el que maneja es el chofer??? No podés escribir falsedades libremente...el problema de este país (entre tantos) es que uno dice lo que quiere sin pruebas y nadie dice nada, si vos sos un mal periodista ya es un problema, pero si encima, el que tiene que controlar lo que ponés tampoco dice nada, estamos peor todavía.... ves el título y la foto y ya no coincide....porqué seguís escribiendo una mentira? y encima no firmás ni das tus datos.... patético tu labor...",German Cortes,teleshow/infoshow,Jennifer Lopez atropelló a un fotógrafo en Los Ángeles,https://www.infobae.com/teleshow/infoshow/2018/10/18/jennifer-lopez-atropello-a-un-fotografo-en-los-angeles/&sa=U&ved=0ahUKEwiulJPD-JzeAhWDGZAKHZLXBCEQFggTMAA&usg=AOvVaw18rgVMspSQ0DT7dKcb9D5n,0.7265335,0.68848574
4634,False,3 sem,6,3,"la mujer es una delincuente y muestran en este diario su acto delictivo trayendo a este país las ideas foraneas donde las futuras delincuentas vayan presas por daño, violencia, y agresión, ¿que les pasa?¿saben lo que es androfobia?¿saben lo que es misandria?",Mario Gabriel Di Blasio,america/mundo,La polémica campaña feminista que causó revuelo en el metro de Rusia,https://www.infobae.com/america/mundo/2018/09/26/la-polemica-campana-feminista-que-causo-revuelo-en-el-metro-de-rusia/&sa=U&ved=0ahUKEwiiveORv5veAhWLDJAKHaLQDNYQFggZMAE&usg=AOvVaw2nSOJPCWOQ1LI1ydOFIJjp,0.8517764000000001,0.67429656
4643,False,3 sem,7,2,"El Feminismo es un Cancer y este diario de izquierda sólo intenta consundir a las pobres y tontas mujeres ""Feminisias"" de nuestro país. Esto pasó en España y fue una de las pocas cosas que los hombre no lograron cederles a las féminas. Por lo demás en Esáña el hombre vale menos que un perro. No permitamos que una minoría de mujeres no muy inteligentes ni capaces logren algo en Argentina.",Diego Manuel Alconchel,america/mundo,La polémica campaña feminista que causó revuelo en el metro de Rusia,https://www.infobae.com/america/mundo/2018/09/26/la-polemica-campana-feminista-que-causo-revuelo-en-el-metro-de-rusia/&sa=U&ved=0ahUKEwiiveORv5veAhWLDJAKHaLQDNYQFggZMAE&usg=AOvVaw2nSOJPCWOQ1LI1ydOFIJjp,0.73144716,0.67429656
22102,False,·,·,0,"Silvia Mercado, vos te crees que los lectores somos tarados, venís con esta huevada de las encuestas, justamente los reyes de los papelones pre elecciones; Cristina solo mide en el conurbano bonaerense, o te olvidas que perdio con un tal Bullrich y a nivel país no llega al 25% lo cual me dice que ratificando su costumbre volvería a perder una elección; esta nota me ratifica la sospecha que vengo teniendo que estas operando en contra del gobierno y creo que a favor de Massa, muy burdo y mediocre lo tuyo, te seguia en twitter y dejé de hacerlo, ya no sos creible...",Marcelo Esteban,politica,Números que preocupan al Gobierno,https://www.infobae.com/politica/2018/10/07/numeros-que-preocupan-al-gobierno/&sa=U&ved=0ahUKEwiJlvHzwJveAhUIl5AKHR36DtAQFggTMAA&usg=AOvVaw0Tu1UddeAlN2-5t9i-Lcqi,0.6553324,0.65022653
237,True,4 sem,·,0,"Agustin Barrionuevo ¿todos? sabes cuanta gente jodió y se burló este tipo cuando hace de periodista. lo lamento por el chico , por el no y no soy de Boca por las dudas ni comparto la violencia que hay pero el principal generador de violencia es el periodismo y se hacen los que no. Ojala alguna vez termine la violencia,¿ el futbol? no es mi deporte favorito pero no me gusta la violencia que hay",Ramon Pacheco,deportes-2,Gonzalito Rodríguez habló sobre el mal momento que vivió en la Bombonera,https://www.infobae.com/deportes-2/2018/09/24/gonzalito-rodriguez-hablo-sobre-el-mal-momento-que-vivio-en-la-bombonera/&sa=U&ved=0ahUKEwi017XYvpveAhUECpAKHSgLDssQFggrMAQ&usg=AOvVaw0SZw4Vhi93d8Mb9ttPp-X9,0.7266589,0.65022653
28026,False,1 sem,4,0,"Niembro: No tenés moral, ética ni idoneidad para semejante afirmación. Sos un ex mal periodista , deschavado por haberte ensuciado por quedarte con dinero ajeno.",Luis Tronado,deportes-2,El corazón de Messi no late por la selección argentina,https://www.infobae.com/deportes-2/2018/10/12/el-corazon-de-messi-no-late-por-la-seleccion-argentina/&sa=U&ved=0ahUKEwid2rKy9ZzeAhVDDJAKHXtmDwQQFggZMAE&usg=AOvVaw38MbJOYEPFzOedixDjmP3t,0.6131911999999999,0.647084
17949,False,2 sem,2,2,"RECIÉN ME ENTERO QUE LA ENFERMEDAD MENTAL CON EL PROFUNDO ODIO ANTI BOCA SE EXTENDIÓ HASTA BRASIL, ESTE PERIODISTAS PISOTEO LA CAMISETA DE BOCA, EL ÚNICO EQUIPO AL QUE UN PERIODISTA PISOTEA LA CAMISETA, TIENEN QUE JUGAR RIBER Y GREMIO DE BRASIL Y SEGURO NINGÚN PERIODISTA BRASILERO VA A PISOTEAR LA CAMISETA DE RIBER
¿QUE HIZO BOCA PARA QUE LE HAGAN SEMEJANTE HUMILLACIÓN Y AGRESIÓN TAN GRAVE?? NADAD DE NADA, PORQUE CUANDO VINO CRUZEIRO A LA BOCA LO TRATARON DE MARAVILLAS Y CON TODO RESPETO, Y NO HUBO NINGUNA AGRESIÓN A NADIE NI JUGADORES, NI CUERPO TÉCNICO, NO A LA HINCHADA, NI A DIRIGENTES, Y T…Ver más",Jose Marmol,deportes-2,"Clima hostil para Boca en Belo Horizonte: ""Hay que masacrarlos""",https://www.infobae.com/deportes-2/2018/10/04/clima-hostil-para-boca-en-belo-horizonte-hay-que-masacrarlos/&sa=U&ved=0ahUKEwiCpO6rwJveAhUGj5AKHWe7CnMQFggZMAE&usg=AOvVaw0VFaGEB1Aao9K0VBgVxj0U,0.66553587,0.6092144
33962,False,1 sem,3,0,Esta nota es una joda? No vende alguna pócima mágica que haga volar?,Carlos Peña,sociedad,"Fabio Inalef: ""Para ser mapuche desde el Obelisco se necesita tener una gran fuerza interior""",https://www.infobae.com/sociedad/2018/10/15/fabio-inalef-para-ser-mapuche-desde-el-obelisco-se-necesita-tener-una-gran-fuerza-interior/&sa=U&ved=0ahUKEwjDraXQ95zeAhVKE5AKHRG5AIgQFgglMAM&usg=AOvVaw2lcvz9sbTPZ5TVEjmWhXX6,0.26940578,0.604073
28430,False,1 sem,2,3,"Este periodista mediocre sólo pone los datos que le convienen para sacar las conclusiones que saca. Aumentó al triple lo exportado entre 2001 y 2011 ? que bien, periodo kk... lo que aumentó fué el precio de la soja, que como resultado dió esas exportaciones tan mentadas... ahora se pretende que la exportación sea de mucha mejor variedad y se parte de un precio que es un poco más del 50% de aquellos tiempos del kkismo.... esa es la realidad y no lo que pinta la nota... saludos berreta nota de economía.....",Eduardo Emilio Ramal,economia,El plan Argentina Exporta parece puro voluntarismo,https://www.infobae.com/economia/2018/10/12/el-plan-argentinaexporta-parece-puro-voluntarismo/&sa=U&ved=0ahUKEwiCn-et9ZzeAhXEjpAKHcazCYAQFggTMAA&usg=AOvVaw2JsaHOj04yGGV1tOtz7r4t,0.44062847,0.5875212
10372,False,3 sem,2,2,"Que alguien le avisé al periodista que escribo esto, que este es un diario judío, no puede hacer una nota diciendo que después del genocidio de Hitler hubo otros dos aún peor ( Stalin y Mao), que lo van a terminar echando",Abel Farias,america/mundo,Los 10 dictadores más sanguinarios del siglo XX,https://www.infobae.com/america/mundo/2018/09/29/los-10-dictadores-mas-sanguinarios-del-siglo-xx/&sa=U&ved=0ahUKEwjW4dnRv5veAhXCnJAKHSa4AVgQFggZMAE&usg=AOvVaw1VezRphrcKqcWt3w22AOcD,0.7266589,0.58719254
7608,False,3 sem,·,2,"Cuantos giles cacareando !!!! lean TODAS las notas, no solo de este pasquin. Junto con esa medida imprementan una APP para que TODOS declaremos lo que traemos antes de entrar. De esa manera declaras la Laptop ( no paga impuestos ) pero cuando quieras pasar el proximo viaje con otra Laptop, te agarraran de las pelotas. Esta gente no da puntada sin hilo.",Filatelia Martin Cañas,economia,"Se podrán ingresar al país legalmente celulares, laptops y tablets sin pagar impuestos en la Aduana",https://www.infobae.com/economia/2018/09/28/se-podran-ingresar-al-pais-celulares-laptops-y-tablets-sin-declarar-en-la-aduana/&sa=U&ved=0ahUKEwiU_rerv5veAhXDvZAKHa7pCg4QFggfMAI&usg=AOvVaw0j-ZDsHID4qMdlvxu_ccU1,0.51383376,0.58719254
36201,False,1 sem,4,0,"El que escribiò esta nota nisiquiera consultò en el Google Maps! Esa zona es San Cristòbal , bruto/a!",Emma Roja,sociedad,Chocaron dos patrulleros en Constitución: cinco policías heridos,https://www.infobae.com/sociedad/2018/10/16/chocaron-dos-patrulleros-en-constitucion-cuatro-policias-heridos/&sa=U&ved=0ahUKEwja_ODy95zeAhUGf5AKHbiVCGwQFggTMAA&usg=AOvVaw3cz0nvlExfAKUjLbbenqWn,0.31823558,0.58719254
14370,False,·,·,0,"AYER DANIELA MERCURI A ESTE COSO QUE SE DICE PERIODISTA..LE MANDO EL VIDEO DE BRIEVA.....QUE DIJO LA CANTANTE.....""ODIO""...TE SALIO MAL ...YA TE DIO PARA QUE TENGAS LANATA",Luis Barleti,politica,"Victoria Donda: ""Elena Highton de Nolasco manipuló información privilegiada para su provecho""",https://www.infobae.com/politica/2018/10/01/victoria-donda-elena-highton-de-nolasco-manipulo-informacion-privilegiada-para-su-provecho/&sa=U&ved=0ahUKEwiGp-Hyv5veAhUEvZAKHU3_A5AQFggqMAQ&usg=AOvVaw1la8vstSz8UJ0m4d4eMuBm,0.54708904,0.5819818
45941,True,1 d,1,0,"fanatico enfermo que factura a dos manos operando , sabes como le pasan cometas por defender lo indefendible, ademas le dan entidad un tipo que es periodista deportivo se anima a opinar de economia y a custion a economiastas de trayectoria! y asi hay varios,",Ariel Vicente,teleshow/infoshow,Diego Brancatelli será papá por segunda vez,https://www.infobae.com/teleshow/infoshow/2018/10/23/diego-brancatelli-sera-papa-por-segunda-vez/,0.64004993,0.5588770000000001
14295,False,3 sem,4,2,"Me puse a leer la nota sin ver quien era el periodista... me dio asco! Lo que opine Donda es problema de ella pero el periodista debe, al menos parecer, ser neutral y profesional... parecia que en vez de repreguntar le estaba pasando argumentos. Un asco de nota.",Juan Alejandro Segura,politica,"Victoria Donda: ""Elena Highton de Nolasco manipuló información privilegiada para su provecho""",https://www.infobae.com/politica/2018/10/01/victoria-donda-elena-highton-de-nolasco-manipulo-informacion-privilegiada-para-su-provecho/&sa=U&ved=0ahUKEwiGp-Hyv5veAhUEvZAKHU3_A5AQFggqMAQ&usg=AOvVaw1la8vstSz8UJ0m4d4eMuBm,0.5533701999999999,0.51405704
39285,False,5 d,3,0,"Siempre fue un periodista bastante mediocre el pobre.
Ni preguntar sabe.
Para mi es ininputable",Alberto Arazi,sociedad,Fuerte repudio al chiste antisemita de un conductor del Canal de la Ciudad,https://www.infobae.com/sociedad/2018/10/18/fuerte-repudio-al-chiste-antisemita-de-un-conductor-del-canal-de-la-ciudad/&sa=U&ved=0ahUKEwiw2Yq6-JzeAhXGhJAKHT9_CCUQFggkMAM&usg=AOvVaw00VWy-k6OARNlBHuTRRORR,0.31073579999999995,0.5077854
40164,False,4 d,5,1,"No tienen Berguenza, pasquin descendido. Titulan con todo explendor ""record histórico"" contando partidos contra equipos de la B y la C y 10 partidos del año pasado donde iban 19° y no jugaban por nada. Pero buehh son riBer y su pren$a adicta que le inBenta estas ficciones para que los bo.ludos consuman pescado podrido y los periodig.arcas quema-cancha inflen todo y apañen sus propias mentiras. La farsa debe continuar ... !!!!

pd.: Si este record ficticio en las mismas condiciones lo hubiera conseguido Boca Juniors, este folleto de propaganda aBícola, TyC Sport, OBé, La Red, Fox y toda la runfla emplumada ya habrían hecho mas notas ningunenado, descalificando y cuestionando todo, que destacando el logro conseguido. Asi es toda esta mugre mediática de la B.",Daniel Bernardo Xeneize,deportes-2,"Con un equipo alternativo y la mente en la Libertadores, River perdió su histórico invicto ante Colón",https://www.infobae.com/deportes-2/2018/10/19/colon-river-fecha-9-superliga-argentina-2018/&sa=U&ved=0ahUKEwiUt7L5-JzeAhUKCpAKHWAvClcQFggTMAA&usg=AOvVaw0DUubdMs49_rpRIZf_kGZS,0.7240840000000001,0.50659055
5525,False,4 sem,·,0,"Pero como, este diario (y otros) esta lleno de gente que desayuna y luego lo primero que hace es prender la pc para entrar a los diarios a comentar que los argentinos no queremos trabajar.

¿No será que es solamente una minoría de vagos que le caga la vida al resto que, como puede, trata de ganarse el pan trabajando?",Eduardo Basarab,sociedad,El llanto de un parrillero que no pudo trabajar por un piquete,https://www.infobae.com/sociedad/2018/09/26/el-llanto-de-un-parrillero-que-no-pudo-trabajar-por-un-piquete/&sa=U&ved=0ahUKEwijlMKGv5veAhVHj5AKHbDuBoUQFggfMAI&usg=AOvVaw2uszRGW46dFBW2iHVq8pfi,0.56116796,0.5010964
40720,False,4 d,1,0,"no se si es periodista económico o notero económico o chismoso que le pasan data y nada más , todos hablan de lebac leliq que si el dólar sube xq sube , que si baja xq baja , siempre falta 5 para el peso , de lo que sí estoy segura en estas notas y los programas de TV que todos apuestan a la negatividad , al fracaso y al conflicto social , nadie a ponerle onda para ver crecer a nuestro País y hacer una gran República para nuestro hijos y nietos !!! Los Argentinos somos un pueblo Ignorante!!!",Gracce Car,economia,"Semana financiera: el dólar volvió a precios de agosto, pero aún no apuntaló a acciones y bonos",https://www.infobae.com/economia/2018/10/19/semana-financiera-el-dolar-volvio-a-precios-de-agosto-pero-aun-no-apuntalo-a-acciones-y-bonos/&sa=U&ved=0ahUKEwii5cjz-JzeAhWBF5AKHQxlBIkQFggrMAQ&usg=AOvVaw2uoqDkFRM4kxI8xylMMQeb,0.5267338,0.5007520000000001
39272,True,5 d,2,0,"Cynthia Garcìa A ud le parece correcto hacer un concurso de belleza ""Miss Sobreviviente del Holocausto"", que mas irrespetuoso, indigno de tanta atrocidad vivida, la broma la hicieron los mismos israeslies haciendo ese concurso no yo, los antisemitas son ellos no yo y no entiendo esa locura de calificar sin conocer. Quien es ud para decir que soy psicopata? sera psiquiatra por facebook? Por las dudas ud no es la periodista de 6 7 8 no? si lo es ya entioendo todo gracias",Carlos Rodriguez,sociedad,Fuerte repudio al chiste antisemita de un conductor del Canal de la Ciudad,https://www.infobae.com/sociedad/2018/10/18/fuerte-repudio-al-chiste-antisemita-de-un-conductor-del-canal-de-la-ciudad/&sa=U&ved=0ahUKEwiw2Yq6-JzeAhXGhJAKHT9_CCUQFggkMAM&usg=AOvVaw00VWy-k6OARNlBHuTRRORR,0.6901008000000001,0.5004114000000001
40849,False,4 d,5,0,Irónica ...que van hablar los periodista de Uds . .si la mayoría están subsidiados por este gobierno para decir mentiras como Uds...ya la gente está cansada de promesas,Ed Lucero,politica,"María Eugenia Vidal: ""El populismo tiene su raíz más profunda en la mentira""",https://www.infobae.com/politica/2018/10/19/maria-eugenia-vidal-el-populismo-tiene-su-raiz-mas-profunda-en-la-mentira/&sa=U&ved=0ahUKEwjegKaF-ZzeAhVOmJAKHSj3CTQQFggrMAQ&usg=AOvVaw1rOA7jeQa8DURuZT2gyQAs,0.29239547,0.5004114000000001
41284,False,·,·,0,"Así le tendría que haber dicho el periodista que habló con Garavano, cuando defendió a la chorra toloseña...Una vergüenza tener un Ministro que defienda delincuentes.Por eso estamos como estamos con la justicia....los chorros entran por una puerta y salen por la otra...Giratoria Garavano.",Mariana Garcia,sociedad,Ascenderán a los policías que fueron amenazados por un juez en pleno operativo,https://www.infobae.com/sociedad/2018/10/19/ascenderan-a-los-policias-que-fueron-amenazados-por-un-juez-en-pleno-operativo/&sa=U&ved=0ahUKEwif1-7--JzeAhXHFJAKHZqzDHYQFggrMAQ&usg=AOvVaw2k60VBfDOvC5sMZngbQZCZ,0.505379,0.5004114000000001
22483,False,2 sem,2,0,"Carrió tiene toda la razón, para confirmarlo, mañana los delincuentes kk publican una solicitada pidiendo que no se ""proscriba"" a Porota.",Edgardo Perez,politica,Elisa Carrió apuntó su furia por primera vez contra el presidente Macri,https://www.infobae.com/politica/2018/10/07/elisa-carrio-apunto-su-furia-por-primera-vez-contra-el-presidente-macri/&sa=U&ved=0ahUKEwiJlvHzwJveAhUIl5AKHR36DtAQFggrMAQ&usg=AOvVaw2KXRdnWoEuX-GkNOvipu1D,0.5160956,0.49940443
39329,False,5 d,·,0,Sera periodista argentino que profesa la religion judia... porque lo discriminan no considerandolo argentino ??,Marcos Sartori,sociedad,Fuerte repudio al chiste antisemita de un conductor del Canal de la Ciudad,https://www.infobae.com/sociedad/2018/10/18/fuerte-repudio-al-chiste-antisemita-de-un-conductor-del-canal-de-la-ciudad/&sa=U&ved=0ahUKEwiw2Yq6-JzeAhXGhJAKHT9_CCUQFggkMAM&usg=AOvVaw00VWy-k6OARNlBHuTRRORR,0.6944151,0.4981824
34061,False,·,·,1,"se caso con un narco jajajajajaja sigue en la misma.....La productora, conductora y periodista argentina??????????? por que infobao le soba la cotorra a esta mina ultimamente? ni figura en el ambito nacional o internacional, no la conoce nadie, peor que los premio tato, lo de los grammy es amplio, hay categorias sub categorias, pero porque tanot humo con esta narco-argenta?",Lola Arana,teleshow/infoshow,Natalia Denegri obtuvo nueve nominaciones a los premios Emmy,https://www.infobae.com/teleshow/infoshow/2018/10/15/natalia-denegri-obtuvo-nueve-nominaciones-a-los-premios-emmy/&sa=U&ved=0ahUKEwjw6obd95zeAhWElJAKHe02Cy8QFggfMAI&usg=AOvVaw1qMmVfUFeCBO8nktqmLhzC,0.60968405,0.49817663
